qt5-quickcontrols 5.12.0-1
qt5-quickcontrols2 5.12.0-1
qt5-script 5.12.0-1
qt5-sensors 5.12.0-1
qt5-speech 5.12.0-1
qt5-svg 5.12.0-1
qt5-tools 5.12.0-1
qt5-virtualkeyboard 5.12.0-1
qt5-webchannel 5.12.0-1
qt5-webkit 5.212.0alpha2-22
qt5-x11extras 5.12.0-1
qt5-xmlpatterns 5.12.0-1
qtermwidget 0.9.0-1
raptor 2.0.15-10
rasqal 1:0.9.33-2
re2 20181001-1
readline 7.0.005-1
redland 1:1.0.17-6
reiserfsprogs 3.6.27-2
rest 0.8.1-1
rhash 1.3.6-1
ripgrep 0.10.0-2
rpcbind 1.2.5-2
rsync 3.1.3-1
rtkit 0.11+8+ge0a51fe-1
rtmpdump 1:2.4.r96.fa8646d-4
ruby 2.5.3-1
rubygems 2.7.7-1
run-parts 4.8.6-1
runc 1.0.0rc5+168+g079817cc-1
s-nail 14.9.11-1
samba 4.9.4-1
sane 1.0.27-2
sbc 1.4-1
screenfetch 3.8.0.r107.g522c9c0-1
sddm 0.18.0-1
sddm-breath-theme 0.4.0-1
sddm-kcm 5.14.4-1
sdl 1.2.15-10
sdl2 2.0.9-1
sed 4.7-1
semver 5.6.0-1
serf 1.3.9-3
shaderc 2018.0-3
shadow 4.6-1
shared-mime-info 1.10-1
signon-kwallet-extension 18.12.0-1
signon-plugin-oauth2 0.24-2
signon-ui 0.17+20150611-2
signond 8.60-1
skanlite 2.1.0.1-1
slack-desktop 3.3.3-1
slang 2.3.2-1
smbclient 4.9.4-1
snappy 1.1.7-1
sni-qt 0.2.6-5
socat 1.7.3.2-3
solid 5.53.0-1
sonnet 5.53.0-1
sound-theme-freedesktop 0.8-3
soundtouch 2.1.2-1
spandsp 0.0.6-2
spectacle 18.12.0-1
spectre-meltdown-checker 0.37-1
speex 1.2.0-2
speexdsp 1.2rc3-3
spirv-tools 2018.5-1
splix 2.0.0-14
spotify 1.0.94.262-1
sqlite 3.26.0-1
srt 1.3.1-1
sshfs 3.5.1-1
startup-notification 0.12-6
steam-devices 0.2-2
steam-manjaro 1.0.0.56-1
subversion 1.11.0-1
sudo 1.8.26-2
syntax-highlighting 5.53.0-1
sysfsutils 2.1.0-10
system-config-printer 1.5.11-3
systemd 239.6-2
systemd-fsck-silent 239-1
systemd-kcm 1.2.1-3
systemd-sysvcompat 239.6-2
systemsettings 5.14.4-1
taglib 1.11.1-2
talloc 2.1.14-1
tar 1.30-2
tcl 8.6.9-2
tdb 1.3.16-1
terminus-font 4.46-1.1
tevent 1:0.9.37-1
texinfo 6.5-2
thin-provisioning-tools 0.7.6-1
threadweaver 5.53.0-1
thunderbird 60.4.0-0
tlp 1.1-1.0
trizen 1.48-1
tslib 1.18-1
ttf-bitstream-vera 1.10-12
ttf-droid 20121017-6
ttf-hack 3.003-1
ttf-inconsolata 1:2.0.0.1-3
ttf-indic-otf 0.2-9
ttf-liberation 2.00.1-8
twolame 0.3.13-8
tzdata 2018g-1
udiskie 1.7.5-2
udisks2 2.8.1-1
unarchiver 1.10.1-5
upower 0.99.9-1
usb_modeswitch 2.5.2-1
usbmuxd 1.1.0+48+g1cc8b34-2
usbutils 010-1
user-manager 5.14.4-1
util-linux 2.33-2
v4l-utils 1.16.3-1
v86d 0.1.10-5.1
vi 1:070224-3
vid.stab 1.1-2
vim 8.1.0570-1
vim-runtime 8.1.0570-1
vlc 3.0.4-7
volume_key 0.3.11-2
vpnc 0.5.3.svn550-3
vulkan-icd-loader 1.1.92+2999+abe5c2b3c-1
wallpapers-2018 1.0-1
wavpack 5.1.0-2
wayland 1.16.0-1
wayland-protocols 1.17-1
webkit2gtk 2.22.5-1
webrtc-audio-processing 0.3.1-1
wget 1.20-1
which 2.21-3
wildmidi 0.4.3-1
wiredtiger 3.1.0.20181030-1
wireless-regdb 2018.10.24-2
wmctrl 1.07-5
woff2 1.0.2-1
wpa_supplicant 1:2.6-12
x264 2:155.r0a84d986-2
x265 2.9-1
xapian-core 1:1.4.9-1
xbitmaps 1.1.2-1
xcb-proto 1.13-2
xcb-util 0.4.0-2
xcb-util-cursor 0.1.3-2
xcb-util-image 0.4.0-2
xcb-util-keysyms 0.4.0-2
xcb-util-renderutil 0.3.9-2
xcb-util-wm 0.4.1-2
xdg-dbus-proxy 0.1.0-1
xdg-desktop-portal 1.0.3-1
xdg-desktop-portal-gtk 1.0.2-1
xdg-su 1.2.3-1
xdg-user-dirs 0.17-1
xdg-utils 1.1.3-3
xdotool 3.20160805.1-2
xf86-input-elographics 1.4.1-8
xf86-input-evdev 2.10.6-1
xf86-input-keyboard 1.9.0-3
xf86-input-libinput 0.28.1-1
xf86-input-mouse 1.9.3-1
xf86-input-void 1.4.1-4
xf86-video-intel 1:2.99.917+855+g746ab3bb-1
xfsprogs 4.19.0-1
xkeyboard-config 2.25-1
xmlsec 1.2.27-1
xorg-bdftopcf 1.1-1
xorg-font-util 1.3.1-2
xorg-font-utils 7.6-5
xorg-fonts-alias 1.0.3-2
xorg-fonts-encodings 1.0.4-5
xorg-luit 1.1.1-3
xorg-mkfontdir 1.0.7-9
xorg-mkfontscale 1.1.3-1
xorg-server 1.20.3-1
xorg-server-common 1.20.3-1
xorg-server-devel 1.20.3-1
xorg-setxkbmap 1.3.1-2
xorg-twm 1.0.10-1
xorg-util-macros 1.19.2-1
xorg-xauth 1.0.10-2
xorg-xdpyinfo 1.3.2-2
xorg-xinit 1.4.0-3
xorg-xkbcomp 1.4.2-1
xorg-xkill 1.0.5-1
xorg-xmessage 1.0.5-1
xorg-xmodmap 1.0.9-2
xorg-xprop 1.2.3-1
xorg-xrandr 1.5.0-2
xorg-xrdb 1.1.1-1
xorg-xset 1.2.4-1
xorg-xsetroot 1.1.2-1
xorgproto 2018.4-1
xterm 340-1
xvidcore 1.3.5-1
xz 5.2.4-1
yakuake 3.0.5-1
yaml-cpp 0.6.2-1
yarn 1.12.3-1
zenity 3.30.0-1
zeromq 4.3.0-1
zita-alsa-pcmi 0.3.2-1
zita-resampler 1.6.2-1
zlib 1:1.2.11-3
zsh 5.6.2-1
zstd 1.3.7-1
zvbi 0.2.35-3
